CustomerID,Age,DurationOfPitch,NumberOfFollowups,NumberOfTrips,NumberOfChildrenVisiting,MonthlyIncome
200000,0.3582902185214837,-1.1494690239306324,-0.707329709080205,-1.2563149382143857,-1.386914952040935,-0.4919071342831679
200001,1.2174647475704825,-0.17307950156854143,0.2912413703764851,-0.6931432565212594,0.9416322093519492,-0.6593791254901845
200002,-0.0712970460030158,-0.9053716433401098,0.2912413703764851,2.1227151519443725,-1.386914952040935,-1.2493152242958976
200003,-0.5008843105275153,-0.7833229530448483,-0.707329709080205,-0.6931432565212594,-0.22264137134449288,-1.0903817818873847
200004,-0.6082811266586401,-0.9053716433401098,-0.707329709080205,-1.2563149382143857,-1.386914952040935,-0.9819034005609395
200005,-0.6082811266586401,-0.9053716433401098,-0.707329709080205,-1.2563149382143857,-0.22264137134449288,-1.0595265714564281
200006,2.291432908881731,-0.7833229530448483,-1.7059007885368949,0.9963717885581198,-0.22264137134449288,-1.1367616264974392
200007,-0.8230747589208899,1.7796995431556408,-0.707329709080205,-0.6931432565212594,-0.22264137134449288,-1.1322982941709485
200008,0.03609977012810907,1.6576508528603793,0.2912413703764851,-1.2563149382143857,-1.386914952040935,0.19369952265123486
200009,-0.17869386213414065,2.1458456140414253,-0.707329709080205,2.1227151519443725,-1.386914952040935,-0.6386149272756413
200010,-0.2860906782652655,0.8033100207935496,-1.7059007885368949,-1.2563149382143857,-0.22264137134449288,-1.1841117607436873
200011,-0.715677942789765,0.6812613304982883,0.2912413703764851,-1.2563149382143857,-1.386914952040935,-1.0899936660329073
200012,-0.715677942789765,2.023796923746164,-0.707329709080205,-0.6931432565212594,-0.22264137134449288,-1.0899936660329073
200013,-0.3934874943963904,1.1694560916793337,-0.707329709080205,-1.2563149382143857,0.9416322093519492,-1.1385081478425876
200014,-1.0378683911831397,1.7796995431556408,0.2912413703764851,1.559543470251246,-1.386914952040935,-1.2613468157846983
200015,-0.9304715750520147,1.4135534722698566,-1.7059007885368949,-0.6931432565212594,-0.22264137134449288,0.2818018216176144
200016,-0.6082811266586401,-0.5392255724543256,-1.7059007885368949,-1.2563149382143857,-1.386914952040935,-1.014893248191522
200017,-1.6822492879698887,0.8033100207935496,-1.7059007885368949,-0.6931432565212594,-1.386914952040935,-1.085336275779178
200018,1.647052012094982,-0.9053716433401098,0.2912413703764851,-0.129971574828133,-1.386914952040935,1.33883535128693
200019,-0.3934874943963904,-0.9053716433401098,-0.707329709080205,1.559543470251246,-0.22264137134449288,-0.9937409341225015
200020,-0.3934874943963904,0.19306656931724273,-1.7059007885368949,-1.2563149382143857,0.9416322093519492,-0.9937409341225015
200021,-0.3934874943963904,-0.05103081127328003,0.2912413703764851,-1.2563149382143857,-1.386914952040935,-0.9937409341225015
200022,-0.3934874943963904,-0.2951281918638028,-0.707329709080205,-1.2563149382143857,-1.386914952040935,0.6726344870763993
200023,-1.7896461041010137,0.6812613304982883,-0.707329709080205,-0.6931432565212594,-0.22264137134449288,-1.4158169258667206
200024,-0.3934874943963904,-0.4171768821590642,-0.707329709080205,-0.129971574828133,-0.22264137134449288,-1.08048482759821
200025,1.647052012094982,-0.5392255724543256,-0.707329709080205,0.9963717885581198,-0.22264137134449288,2.0504457704713213
200026,0.4656870346526085,0.8033100207935496,1.2898124498331751,-0.6931432565212594,0.9416322093519492,-0.3304509388205517
200027,0.4656870346526085,-0.17307950156854143,-0.707329709080205,-1.2563149382143857,-0.22264137134449288,-0.3304509388205517
200028,0.6804806669148583,-0.2951281918638028,0.2912413703764851,0.4332001068649934,-1.386914952040935,0.3338093461175917
200029,0.895274299177108,-0.9053716433401098,-0.707329709080205,0.4332001068649934,-0.22264137134449288,2.021919255167229
200030,-0.5008843105275153,-0.9053716433401098,-0.707329709080205,0.9963717885581198,0.9416322093519492,-1.1705277058369767
200031,0.6804806669148583,0.07101787902198135,-0.707329709080205,-0.129971574828133,-0.22264137134449288,-0.4003117926264914
200032,-0.8230747589208899,-0.05103081127328003,0.2912413703764851,-0.6931432565212594,-0.22264137134449288,-1.226804504736206
200033,0.14349658625923395,-0.5392255724543256,-0.707329709080205,0.4332001068649934,-0.22264137134449288,-1.2500914560048524
200034,-1.467455655707639,-1.1494690239306324,-0.707329709080205,-0.129971574828133,0.9416322093519492,-1.2099214650664372
200035,0.5730838507837334,-0.9053716433401098,-1.7059007885368949,-0.6931432565212594,-0.22264137134449288,-1.1416130746784072
200036,1.3248615637016075,-0.7833229530448483,0.2912413703764851,-0.6931432565212594,-1.386914952040935,-1.1342388734433357
200037,-0.2860906782652655,-0.9053716433401098,-0.707329709080205,-0.6931432565212594,-1.386914952040935,-1.2640636267660403
200039,-0.5008843105275153,-1.1494690239306324,-1.7059007885368949,-0.129971574828133,-1.386914952040935,-0.611640875389459
